Date,Ticker,% Drop,Open,Close,Recovery Date 50%,Recovery Date 75%,Recovery Date 90%,Best Recovery % Achieved,Recovery Quality,Headline Tags,Headline Link
2025-02-21,MU,-4.63,103.51,98.71,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,NCLH,-6.11,25.68,24.11,2025-02-26,,,0.6,Partial Recovery (50-75%),unknown,unknown
2025-02-21,NEM,-4.49,47.18,45.06,,,,0.28,Poor Recovery (<50%),unknown,unknown
2025-02-21,NRG,-4.75,111.24,105.96,2025-02-26,2025-02-26,2025-02-26,1.4,Full Recovery (90%+),unknown,unknown
2025-02-21,NUE,-3.89,140.08,134.62,,,,0.41,Poor Recovery (<50%),unknown,unknown
2025-02-21,NVDA,-4.01,140.03,134.42,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,NXPI,-4.32,246.0,235.36,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,ODFL,-8.53,196.91,180.11,,,,0.09,Poor Recovery (<50%),unknown,unknown
2025-02-21,ON,-4.0,56.3,54.05,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,ORCL,-4.72,175.49,167.21,2025-02-26,,,0.56,Partial Recovery (50-75%),unknown,unknown
2025-02-21,PANW,-4.06,199.12,191.03,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,PH,-4.15,695.84,666.97,,,,0.05,Poor Recovery (<50%),unknown,unknown
2025-02-21,PHM,-3.08,106.16,102.89,2025-02-25,2025-02-25,2025-02-25,1.57,Full Recovery (90%+),unknown,unknown
2025-02-21,PLTR,-5.88,107.68,101.35,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,PWR,-7.4,290.79,269.26,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,PYPL,-3.22,77.44,74.95,,,,0.12,Poor Recovery (<50%),unknown,unknown
2025-02-21,QCOM,-5.46,174.04,164.54,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,RCL,-4.56,244.61,233.44,2025-02-26,2025-02-26,2025-02-28,1.06,Full Recovery (90%+),unknown,unknown
2025-02-21,RF,-3.23,23.92,23.14,,,,0.41,Poor Recovery (<50%),unknown,unknown
2025-02-21,RL,-3.02,285.28,276.66,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,SMCI,-8.08,61.0,56.07,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,SNPS,-3.83,493.74,474.84,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,STLD,-3.79,135.31,130.18,2025-02-25,2025-02-28,,0.85,Good Recovery (75-90%),unknown,unknown
2025-02-21,SYF,-4.35,64.2,61.41,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,TKO,-3.06,163.39,158.39,,,,0.39,Poor Recovery (<50%),unknown,unknown
2025-02-21,TPL,-4.64,1409.5,1344.05,2025-02-28,2025-02-28,2025-02-28,1.26,Full Recovery (90%+),unknown,unknown
2025-02-21,TSLA,-4.43,353.44,337.8,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,TT,-3.44,366.45,353.85,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,UAL,-6.9,103.0,95.89,,,,0.26,Poor Recovery (<50%),unknown,unknown
2025-02-21,URI,-5.59,696.2,657.29,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,VST,-8.07,163.37,150.18,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,WAB,-3.99,192.31,184.63,,,,0.1,Poor Recovery (<50%),unknown,unknown
2025-02-21,WBA,-3.24,10.5,10.16,2025-02-24,2025-02-24,2025-02-24,3.62,Full Recovery (90%+),unknown,unknown
2025-02-21,WBD,-3.49,11.17,10.78,2025-02-24,2025-02-24,2025-02-28,1.74,Full Recovery (90%+),unknown,unknown
2025-02-21,WDC,-4.12,54.16,51.93,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-21,WSM,-7.86,210.82,194.24,,,,0.19,Poor Recovery (<50%),unknown,unknown
2025-02-21,WYNN,-3.45,93.74,90.51,,,,0.18,Poor Recovery (<50%),unknown,unknown
2025-02-21,ZBRA,-3.13,321.09,311.05,2025-02-26,2025-02-26,,0.84,Good Recovery (75-90%),unknown,unknown
2025-02-24,AMD,-3.03,111.49,108.11,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-24,AVGO,-4.88,217.94,207.3,,,,0.47,Poor Recovery (<50%),unknown,unknown
2025-02-24,AXON,-3.25,516.51,499.73,2025-02-26,2025-02-26,2025-02-26,4.33,Full Recovery (90%+),unknown,unknown
2025-02-24,BKR,-3.36,46.17,44.62,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-24,CDNS,-3.38,261.8,252.95,,,,0.11,Poor Recovery (<50%),unknown,unknown
2025-02-24,CEG,-7.69,289.47,267.22,,,,0.11,Poor Recovery (<50%),unknown,unknown
2025-02-24,CRWD,-3.4,405.49,391.72,,,,0.21,Poor Recovery (<50%),unknown,unknown
2025-02-24,DECK,-4.69,147.0,140.11,2025-02-26,,,0.71,Partial Recovery (50-75%),unknown,unknown
2025-02-24,GEV,-3.5,327.13,315.67,2025-02-26,2025-02-26,2025-02-26,1.69,Full Recovery (90%+),unknown,unknown
2025-02-24,JBHT,-3.09,167.87,162.69,,,,0.15,Poor Recovery (<50%),unknown,unknown
2025-02-24,KLAC,-3.2,761.99,737.57,,,,0.04,Poor Recovery (<50%),unknown,unknown
2025-02-24,LRCX,-3.6,86.19,83.09,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-24,LW,-6.31,55.81,52.29,,,,0.2,Poor Recovery (<50%),unknown,unknown
2025-02-24,MU,-4.8,100.09,95.29,2025-03-14,2025-03-14,2025-03-14,1.12,Full Recovery (90%+),unknown,unknown
2025-02-24,NEM,-3.02,45.14,43.78,2025-03-13,2025-03-13,2025-03-13,1.81,Full Recovery (90%+),unknown,unknown
2025-02-24,NVDA,-4.6,136.55,130.27,,,,0.16,Poor Recovery (<50%),unknown,unknown
2025-02-24,PLTR,-5.42,95.88,90.68,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-24,PWR,-3.83,269.59,259.26,2025-02-26,2025-02-26,2025-02-26,0.91,Full Recovery (90%+),unknown,unknown
2025-02-24,SMCI,-4.21,53.88,51.61,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-24,TPL,-4.1,1347.69,1292.47,2025-02-26,2025-02-26,2025-02-26,2.42,Full Recovery (90%+),unknown,unknown
2025-02-24,URI,-4.28,660.25,632.0,,,,0.39,Poor Recovery (<50%),unknown,unknown
2025-02-24,VST,-5.58,150.94,142.51,2025-02-26,,,0.64,Partial Recovery (50-75%),unknown,unknown
2025-02-24,WDC,-6.82,52.61,49.02,,,,0.32,Poor Recovery (<50%),unknown,unknown
2025-02-25,ALB,-3.07,80.45,77.98,2025-03-17,,,0.55,Partial Recovery (50-75%),unknown,unknown
2025-02-25,AMD,-3.64,107.89,103.96,,,,0.2,Poor Recovery (<50%),unknown,unknown
2025-02-25,BSX,-3.15,104.0,100.72,2025-02-28,2025-02-28,2025-02-28,1.27,Full Recovery (90%+),unknown,unknown
2025-02-25,CHTR,-3.03,369.93,358.73,2025-03-03,2025-03-03,2025-03-03,2.16,Full Recovery (90%+),unknown,unknown
2025-02-25,COF,-3.03,199.96,193.91,2025-02-27,2025-02-28,2025-02-28,1.1,Full Recovery (90%+),unknown,unknown
2025-02-25,DVN,-3.65,36.98,35.63,,,,0.25,Poor Recovery (<50%),unknown,unknown
2025-02-25,FANG,-3.36,156.11,150.86,2025-02-27,2025-02-28,2025-02-28,1.33,Full Recovery (90%+),unknown,unknown
2025-02-25,HSIC,-5.88,80.56,75.82,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-25,INTC,-5.04,24.21,22.99,2025-02-28,2025-03-14,2025-03-17,2.21,Full Recovery (90%+),unknown,unknown
2025-02-25,LRCX,-3.33,82.81,80.05,,,,0.36,Poor Recovery (<50%),unknown,unknown
2025-02-25,LYV,-6.52,154.54,144.46,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-25,ON,-4.49,53.63,51.22,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-25,PLTR,-3.1,90.65,87.84,2025-02-26,2025-03-05,,0.81,Good Recovery (75-90%),unknown,unknown
2025-02-25,PODD,-5.62,282.57,266.68,,,,0.38,Poor Recovery (<50%),unknown,unknown
2025-02-25,PYPL,-3.97,77.14,74.07,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-25,SMCI,-9.14,50.12,45.54,2025-02-26,2025-02-26,2025-02-26,1.22,Full Recovery (90%+),unknown,unknown
2025-02-25,TSLA,-7.41,327.02,302.8,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-25,WBD,-4.21,11.16,10.69,2025-02-27,2025-02-28,2025-02-28,1.64,Full Recovery (90%+),unknown,unknown
2025-02-26,ADM,-3.15,48.51,46.98,2025-03-06,2025-03-07,2025-03-07,2.37,Full Recovery (90%+),unknown,unknown
2025-02-26,BA,-3.59,179.49,173.04,,,,0.25,Poor Recovery (<50%),unknown,unknown
2025-02-26,CNC,-6.4,60.79,56.9,2025-03-05,2025-03-07,,0.8,Good Recovery (75-90%),unknown,unknown
2025-02-26,CTRA,-3.1,27.51,26.65,2025-03-14,2025-03-14,2025-03-14,2.48,Full Recovery (90%+),unknown,unknown
2025-02-26,CZR,-3.44,35.79,34.56,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-26,DG,-5.08,77.66,73.71,2025-03-06,2025-03-07,2025-03-07,2.17,Full Recovery (90%+),unknown,unknown
2025-02-26,DLTR,-3.07,76.49,74.14,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-26,EL,-3.29,75.41,72.93,,,,0.15,Poor Recovery (<50%),unknown,unknown
2025-02-26,ENPH,-3.5,66.02,63.71,,,,0.04,Poor Recovery (<50%),unknown,unknown
2025-02-26,EXR,-4.32,159.06,152.18,,,,0.48,Poor Recovery (<50%),unknown,unknown
2025-02-26,HCA,-3.95,332.32,319.19,2025-03-07,2025-03-07,2025-03-10,1.23,Full Recovery (90%+),unknown,unknown
2025-02-26,HSIC,-4.39,75.88,72.55,2025-03-07,2025-03-10,,0.87,Good Recovery (75-90%),unknown,unknown
2025-02-26,HSY,-3.51,177.53,171.29,2025-03-03,2025-03-03,2025-03-03,2.42,Full Recovery (90%+),unknown,unknown
2025-02-26,LVS,-3.04,45.1,43.73,2025-02-28,2025-03-03,2025-03-03,1.69,Full Recovery (90%+),unknown,unknown
2025-02-26,MOH,-5.84,302.36,284.71,2025-02-28,2025-02-28,2025-02-28,2.75,Full Recovery (90%+),unknown,unknown
2025-02-26,MPC,-3.27,151.24,146.3,2025-02-28,2025-02-28,,0.79,Good Recovery (75-90%),unknown,unknown
2025-02-26,PYPL,-3.07,74.33,72.05,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-26,SMCI,-7.11,55.02,51.11,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-26,TSCO,-3.23,56.98,55.14,2025-03-07,2025-03-07,2025-03-07,1.12,Full Recovery (90%+),unknown,unknown
2025-02-26,TSLA,-4.25,303.71,290.8,,,,0.17,Poor Recovery (<50%),unknown,unknown
2025-02-26,UHS,-3.95,187.32,179.91,2025-02-27,2025-02-27,,0.8,Good Recovery (75-90%),unknown,unknown
2025-02-26,WDAY,-3.18,279.99,271.09,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,ABNB,-3.58,144.63,139.45,2025-03-05,,,0.6,Partial Recovery (50-75%),unknown,unknown
2025-02-27,ADI,-4.43,233.22,222.88,2025-02-28,,,0.64,Partial Recovery (50-75%),unknown,unknown
2025-02-27,AES,-5.38,10.97,10.38,2025-02-28,2025-02-28,2025-02-28,4.53,Full Recovery (90%+),unknown,unknown
2025-02-27,AMAT,-7.99,170.25,156.64,,,,0.11,Poor Recovery (<50%),unknown,unknown
2025-02-27,AMD,-5.3,105.08,99.51,2025-03-17,2025-03-17,2025-03-17,1.21,Full Recovery (90%+),unknown,unknown
2025-02-27,AMZN,-4.4,218.35,208.74,,,,0.37,Poor Recovery (<50%),unknown,unknown
2025-02-27,ANET,-6.49,97.93,91.57,,,,0.23,Poor Recovery (<50%),unknown,unknown
2025-02-27,APA,-7.48,21.71,20.09,,,,0.24,Poor Recovery (<50%),unknown,unknown
2025-02-27,AVGO,-8.97,216.62,197.2,,,,0.08,Poor Recovery (<50%),unknown,unknown
2025-02-27,AXON,-8.62,575.0,525.44,2025-03-12,2025-03-19,,0.86,Good Recovery (75-90%),unknown,unknown
2025-02-27,CCL,-3.73,24.41,23.5,,,,0.47,Poor Recovery (<50%),unknown,unknown
2025-02-27,CEG,-9.64,275.87,249.27,,,,0.03,Poor Recovery (<50%),unknown,unknown
2025-02-27,CRWD,-5.33,401.64,380.24,,,,0.46,Poor Recovery (<50%),unknown,unknown
2025-02-27,CZR,-4.01,34.64,33.25,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,DAL,-3.41,61.86,59.75,,,,0.18,Poor Recovery (<50%),unknown,unknown
2025-02-27,DECK,-4.99,145.76,138.49,,,,0.12,Poor Recovery (<50%),unknown,unknown
2025-02-27,DELL,-7.84,116.25,107.14,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,ENPH,-3.13,63.17,61.19,2025-03-10,2025-03-10,2025-03-10,1.32,Full Recovery (90%+),unknown,unknown
2025-02-27,EQT,-4.95,49.06,46.63,2025-02-28,2025-03-03,2025-03-04,2.87,Full Recovery (90%+),unknown,unknown
2025-02-27,ETN,-3.35,299.35,289.32,2025-03-17,2025-03-17,,0.79,Good Recovery (75-90%),unknown,unknown
2025-02-27,EXE,-3.83,101.06,97.19,2025-03-04,2025-03-04,2025-03-05,2.94,Full Recovery (90%+),unknown,unknown
2025-02-27,EXPE,-3.09,199.31,193.14,2025-02-28,,,0.71,Partial Recovery (50-75%),unknown,unknown
2025-02-27,FCX,-3.53,38.62,37.25,2025-03-05,2025-03-14,2025-03-14,2.19,Full Recovery (90%+),unknown,unknown
2025-02-27,FE,-5.56,40.81,38.54,2025-03-14,,,0.6,Partial Recovery (50-75%),unknown,unknown
2025-02-27,FSLR,-9.43,155.88,141.18,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,GEV,-5.48,344.92,326.03,2025-03-19,,,0.5,Partial Recovery (50-75%),unknown,unknown
2025-02-27,GOOG,-3.26,175.74,170.02,2025-03-05,2025-03-05,2025-03-07,0.97,Full Recovery (90%+),unknown,unknown
2025-02-27,GOOGL,-3.16,173.79,168.31,2025-03-05,2025-03-05,2025-03-07,0.98,Full Recovery (90%+),unknown,unknown
2025-02-27,HPE,-3.17,20.33,19.68,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,IDXX,-3.56,457.33,441.03,,,,0.04,Poor Recovery (<50%),unknown,unknown
2025-02-27,INTU,-3.93,623.91,599.37,2025-02-28,,,0.7,Partial Recovery (50-75%),unknown,unknown
2025-02-27,ISRG,-3.1,581.83,563.77,2025-02-28,,,0.52,Partial Recovery (50-75%),unknown,unknown
2025-02-27,JBL,-3.55,159.79,154.12,,,,0.14,Poor Recovery (<50%),unknown,unknown
2025-02-27,KLAC,-5.91,743.05,699.16,,,,0.47,Poor Recovery (<50%),unknown,unknown
2025-02-27,LRCX,-6.71,81.4,75.94,2025-03-05,,,0.57,Partial Recovery (50-75%),unknown,unknown
2025-02-27,MCHP,-4.05,59.53,57.12,2025-02-28,2025-03-05,2025-03-05,1.1,Full Recovery (90%+),unknown,unknown
2025-02-27,META,-3.55,681.84,657.65,,,,0.41,Poor Recovery (<50%),unknown,unknown
2025-02-27,MPWR,-9.21,669.41,607.74,2025-03-17,,,0.51,Partial Recovery (50-75%),unknown,unknown
2025-02-27,MRNA,-4.53,32.56,31.09,2025-03-05,2025-03-05,2025-03-05,3.3,Full Recovery (90%+),unknown,unknown
2025-02-27,MU,-6.15,97.71,91.7,2025-03-12,2025-03-14,2025-03-14,1.88,Full Recovery (90%+),unknown,unknown
2025-02-27,NCLH,-8.17,25.83,23.72,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,NFLX,-3.21,995.0,963.07,2025-02-28,2025-03-05,,0.87,Good Recovery (75-90%),unknown,unknown
2025-02-27,NRG,-9.54,116.2,105.11,,,,0.05,Poor Recovery (<50%),unknown,unknown
2025-02-27,NTAP,-4.68,123.23,117.47,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,NVDA,-11.0,134.99,120.14,,,,0.32,Poor Recovery (<50%),unknown,unknown
2025-02-27,NXPI,-5.15,227.53,215.81,,,,0.48,Poor Recovery (<50%),unknown,unknown
2025-02-27,ON,-5.47,50.12,47.38,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,ORCL,-4.76,172.38,164.17,,,,0.16,Poor Recovery (<50%),unknown,unknown
2025-02-27,PLTR,-7.77,91.91,84.77,2025-03-05,2025-03-05,,0.75,Good Recovery (75-90%),unknown,unknown
2025-02-27,PWR,-3.48,268.51,259.16,2025-03-17,2025-03-17,2025-03-19,1.19,Full Recovery (90%+),unknown,unknown
2025-02-27,QCOM,-4.87,161.47,153.61,2025-03-05,2025-03-07,2025-03-07,0.97,Full Recovery (90%+),unknown,unknown
2025-02-27,RCL,-3.44,245.79,237.33,2025-02-28,2025-02-28,2025-02-28,0.94,Full Recovery (90%+),unknown,unknown
2025-02-27,RVTY,-3.33,114.17,110.37,2025-03-06,2025-03-07,2025-03-07,2.04,Full Recovery (90%+),unknown,unknown
2025-02-27,SMCI,-12.47,49.07,42.95,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-27,SNPS,-5.56,481.5,454.71,,,,0.1,Poor Recovery (<50%),unknown,unknown
2025-02-27,SW,-3.6,53.62,51.69,,,,0.2,Poor Recovery (<50%),unknown,unknown
2025-02-27,SWKS,-4.21,66.94,64.12,2025-02-28,2025-02-28,2025-02-28,3.01,Full Recovery (90%+),unknown,unknown
2025-02-27,TECH,-3.92,63.73,61.23,2025-03-06,2025-03-06,2025-03-07,1.26,Full Recovery (90%+),unknown,unknown
2025-02-27,TER,-5.83,115.55,108.81,,,,0.21,Poor Recovery (<50%),unknown,unknown
2025-02-27,TSLA,-3.16,291.16,281.95,2025-02-28,2025-02-28,2025-02-28,1.2,Full Recovery (90%+),unknown,unknown
2025-02-27,TXN,-3.14,197.5,191.3,2025-02-28,2025-02-28,,0.76,Good Recovery (75-90%),unknown,unknown
2025-02-27,UAL,-4.98,97.0,92.17,,,,0.34,Poor Recovery (<50%),unknown,unknown
2025-02-27,VST,-12.81,148.85,129.79,,,,0.19,Poor Recovery (<50%),unknown,unknown
2025-02-27,WBA,-4.02,11.7,11.23,,,,0.34,Poor Recovery (<50%),unknown,unknown
2025-02-27,WDAY,-3.49,270.0,260.57,,,,0.29,Poor Recovery (<50%),unknown,unknown
2025-02-27,WDC,-4.54,50.49,48.2,,,,0.32,Poor Recovery (<50%),unknown,unknown
2025-02-27,WSM,-3.85,199.02,191.36,,,,0.3,Poor Recovery (<50%),unknown,unknown
2025-02-28,ENPH,-5.24,60.5,57.33,2025-03-07,2025-03-07,2025-03-07,2.04,Full Recovery (90%+),unknown,unknown
2025-02-28,FSLR,-3.48,141.09,136.18,2025-03-07,,,0.6,Partial Recovery (50-75%),unknown,unknown
2025-02-28,NCLH,-3.48,23.54,22.72,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-02-28,VTRS,-4.15,9.51,9.12,2025-03-05,2025-03-07,2025-03-07,1.05,Full Recovery (90%+),unknown,unknown
2025-03-03,ALB,-11.2,78.33,69.56,2025-03-06,2025-03-17,2025-03-17,1.13,Full Recovery (90%+),unknown,unknown
2025-03-03,ALGN,-7.18,188.63,175.09,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,AMAT,-4.76,159.73,152.13,,,,0.47,Poor Recovery (<50%),unknown,unknown
2025-03-03,AMD,-3.24,101.52,98.23,2025-03-04,2025-03-04,2025-03-05,2.71,Full Recovery (90%+),unknown,unknown
2025-03-03,AMZN,-3.9,213.35,205.02,,,,0.4,Poor Recovery (<50%),unknown,unknown
2025-03-03,ANET,-7.59,93.07,86.01,,,,0.26,Poor Recovery (<50%),unknown,unknown
2025-03-03,APA,-9.57,20.55,18.59,2025-03-17,2025-03-19,2025-03-19,0.96,Full Recovery (90%+),unknown,unknown
2025-03-03,APH,-4.8,66.48,63.29,2025-03-19,2025-03-19,2025-03-19,1.29,Full Recovery (90%+),unknown,unknown
2025-03-03,APO,-4.18,150.89,144.58,,,,0.03,Poor Recovery (<50%),unknown,unknown
2025-03-03,AVGO,-8.15,203.38,186.8,,,,0.49,Poor Recovery (<50%),unknown,unknown
2025-03-03,BA,-3.93,177.02,170.06,2025-03-21,2025-03-21,2025-03-21,1.16,Full Recovery (90%+),unknown,unknown
2025-03-03,BG,-3.45,74.4,71.83,2025-03-06,2025-03-06,2025-03-06,1.74,Full Recovery (90%+),unknown,unknown
2025-03-03,BKR,-3.26,45.07,43.6,2025-03-19,,,0.74,Partial Recovery (50-75%),unknown,unknown
2025-03-03,BXP,-3.89,69.76,67.04,,,,0.35,Poor Recovery (<50%),unknown,unknown
2025-03-03,C,-3.54,80.0,77.17,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,CARR,-3.42,65.5,63.26,2025-03-05,2025-03-06,2025-03-06,1.97,Full Recovery (90%+),unknown,unknown
2025-03-03,CAT,-4.48,345.96,330.45,2025-03-06,2025-03-07,2025-03-07,1.17,Full Recovery (90%+),unknown,unknown
2025-03-03,CDNS,-4.45,253.01,241.74,2025-03-14,2025-03-17,2025-03-17,1.83,Full Recovery (90%+),unknown,unknown
2025-03-03,CDW,-3.95,179.6,172.5,,,,0.05,Poor Recovery (<50%),unknown,unknown
2025-03-03,CEG,-6.85,248.91,231.86,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,CF,-4.57,81.7,77.97,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,CMI,-4.39,372.33,355.97,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,COP,-7.14,99.75,92.63,2025-03-12,2025-03-14,2025-03-17,1.36,Full Recovery (90%+),unknown,unknown
2025-03-03,CRWD,-4.08,399.0,382.73,,,,0.46,Poor Recovery (<50%),unknown,unknown
2025-03-03,CTRA,-3.42,26.99,26.07,2025-03-10,2025-03-12,2025-03-12,3.43,Full Recovery (90%+),unknown,unknown
2025-03-03,CTVA,-4.21,63.06,60.4,2025-03-19,2025-03-19,,0.78,Good Recovery (75-90%),unknown,unknown
2025-03-03,CVX,-3.99,159.46,153.09,2025-03-07,2025-03-17,2025-03-18,1.83,Full Recovery (90%+),unknown,unknown
2025-03-03,CZR,-6.37,33.61,31.47,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,DD,-4.04,82.15,78.83,,,,0.2,Poor Recovery (<50%),unknown,unknown
2025-03-03,DE,-3.77,482.38,464.21,2025-03-06,2025-03-06,2025-03-06,1.85,Full Recovery (90%+),unknown,unknown
2025-03-03,DELL,-7.8,102.98,94.95,,,,0.42,Poor Recovery (<50%),unknown,unknown
2025-03-03,DLTR,-5.29,72.61,68.77,,,,0.36,Poor Recovery (<50%),unknown,unknown
2025-03-03,DOV,-3.44,200.18,193.29,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,DOW,-6.75,38.67,36.06,2025-03-05,,,0.66,Partial Recovery (50-75%),unknown,unknown
2025-03-03,DVA,-3.43,148.19,143.1,2025-03-07,2025-03-07,2025-03-10,1.73,Full Recovery (90%+),unknown,unknown
2025-03-03,DVN,-5.7,36.23,34.17,2025-03-18,2025-03-19,2025-03-19,0.96,Full Recovery (90%+),unknown,unknown
2025-03-03,DXCM,-3.02,88.67,85.99,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,EL,-3.24,72.53,70.18,2025-03-05,2025-03-07,2025-03-07,1.33,Full Recovery (90%+),unknown,unknown
2025-03-03,EMN,-4.11,97.61,93.59,2025-03-05,2025-03-05,2025-03-07,1.07,Full Recovery (90%+),unknown,unknown
2025-03-03,EMR,-4.62,122.84,117.17,,,,0.25,Poor Recovery (<50%),unknown,unknown
2025-03-03,ENPH,-5.98,56.23,52.87,2025-03-04,2025-03-04,2025-03-04,3.25,Full Recovery (90%+),unknown,unknown
2025-03-03,EOG,-5.03,125.78,119.45,2025-03-07,2025-03-10,,0.84,Good Recovery (75-90%),unknown,unknown
2025-03-03,EPAM,-4.05,207.0,198.61,,,,0.18,Poor Recovery (<50%),unknown,unknown
2025-03-03,ETN,-5.6,293.9,277.44,2025-03-05,2025-03-12,2025-03-14,1.2,Full Recovery (90%+),unknown,unknown
2025-03-03,F,-3.3,9.71,9.39,2025-03-05,2025-03-05,2025-03-07,2.44,Full Recovery (90%+),unknown,unknown
2025-03-03,FANG,-7.48,158.84,146.96,2025-03-17,2025-03-19,2025-03-20,0.97,Full Recovery (90%+),unknown,unknown
2025-03-03,FCX,-6.75,37.93,35.37,2025-03-05,2025-03-05,2025-03-05,2.01,Full Recovery (90%+),unknown,unknown
2025-03-03,FFIV,-3.83,295.46,284.15,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,FSLR,-5.65,135.28,127.63,2025-03-07,2025-03-07,2025-03-07,1.5,Full Recovery (90%+),unknown,unknown
2025-03-03,GEV,-5.59,334.45,315.74,2025-03-17,2025-03-17,2025-03-19,1.11,Full Recovery (90%+),unknown,unknown
2025-03-03,GLW,-4.4,50.47,48.25,,,,0.23,Poor Recovery (<50%),unknown,unknown
2025-03-03,GM,-5.2,49.85,47.26,2025-03-17,2025-03-19,2025-03-19,0.98,Full Recovery (90%+),unknown,unknown
2025-03-03,GNRC,-4.24,136.68,130.88,2025-03-07,2025-03-07,2025-03-07,0.98,Full Recovery (90%+),unknown,unknown
2025-03-03,HAL,-5.69,26.33,24.83,,,,0.26,Poor Recovery (<50%),unknown,unknown
2025-03-03,HES,-3.81,149.28,143.6,2025-03-07,2025-03-17,2025-03-17,2.42,Full Recovery (90%+),unknown,unknown
2025-03-03,HII,-3.33,178.63,172.68,2025-03-05,2025-03-05,2025-03-05,6.03,Full Recovery (90%+),unknown,unknown
2025-03-03,HPE,-5.18,19.91,18.88,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,HPQ,-3.35,30.77,29.74,,,,0.48,Poor Recovery (<50%),unknown,unknown
2025-03-03,HUBB,-4.64,372.21,354.95,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,HUM,-3.39,269.83,260.68,2025-03-18,2025-03-18,,0.9,Good Recovery (75-90%),unknown,unknown
2025-03-03,HWM,-5.01,137.93,131.02,,,,0.14,Poor Recovery (<50%),unknown,unknown
2025-03-03,IEX,-3.82,196.01,188.53,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,INCY,-4.34,73.45,70.26,,,,0.27,Poor Recovery (<50%),unknown,unknown
2025-03-03,INTC,-9.04,25.0,22.74,2025-03-14,2025-03-17,2025-03-17,1.41,Full Recovery (90%+),unknown,unknown
2025-03-03,IPG,-3.25,27.35,26.46,2025-03-05,2025-03-05,2025-03-06,1.94,Full Recovery (90%+),unknown,unknown
2025-03-03,IR,-3.35,85.44,82.58,2025-03-05,2025-03-06,2025-03-07,0.93,Full Recovery (90%+),unknown,unknown
2025-03-03,IVZ,-4.56,17.56,16.76,,,,0.0,Poor Recovery (<50%),unknown,unknown
2025-03-03,JBL,-6.2,156.13,146.45,,,,0.0,Poor Recovery (<50%),unknown,unknown
